sentnum,word,word_position,word_length
8.0,is,9,2
8.0,made,10,4
8.0,by,11,2
8.0,pasteurizing,12,12
8.0,the,13,3
8.0,juice,14,5
8.0,and,15,3
8.0,removing,16,8
8.0,the,17,3
8.0,oxygen,18,6
8.0,from,19,4
8.0,it.,20,3
8.0,This,1,4
8.0,removes,2,7
8.0,much,3,4
8.0,of,4,2
8.0,the,5,3
8.0,"taste,",6,6
8.0,necessitating,7,13
8.0,the,8,3
8.0,later,9,5
8.0,addition,10,8
8.0,of,11,2
8.0,a,12,1
8.0,flavor,13,6
8.0,"pack,",14,5
8.0,generally,15,9
8.0,made,16,4
8.0,from,17,4
8.0,orange,18,6
8.0,products.,19,9
8.0,"Additionally,",1,13
8.0,some,2,4
8.0,juice,3,5
8.0,is,4,2
8.0,further,5,7
8.0,processed,6,9
8.0,by,7,2
8.0,drying,8,6
8.0,and,9,3
8.0,later,10,5
8.0,rehydrating,11,11
8.0,the,12,3
8.0,"juice,",13,6
8.0,or,14,2
8.0,by,15,2
8.0,concentrating,16,13
8.0,the,17,3
8.0,juice,18,5
8.0,and,19,3
8.0,later,20,5
8.0,adding,21,6
8.0,water,22,5
8.0,to,23,2
8.0,the,24,3
8.0,concentrate.,25,12
8.0,The,1,3
8.0,health,2,6
8.0,value,3,5
8.0,of,4,2
8.0,orange,5,6
8.0,juice,6,5
8.0,is,7,2
8.0,debatable:,8,10
8.0,it,9,2
8.0,has,10,3
8.0,a,11,1
8.0,high,12,4
8.0,concentration,13,13
8.0,of,14,2
8.0,vitamin,15,7
8.0,"C,",16,2
8.0,but,17,3
8.0,also,18,4
8.0,a,19,1
8.0,very,20,4
8.0,high,21,4
8.0,concentration,22,13
8.0,of,23,2
8.0,simple,24,6
8.0,"sugars,",25,7
8.0,comparable,26,10
8.0,to,27,2
8.0,soft,28,4
8.0,drinks.,29,7
8.0,As,1,2
8.0,a,2,1
8.0,"result,",3,7
8.0,some,4,4
8.0,government,5,10
8.0,nutritional,6,11
8.0,advice,7,6
8.0,has,8,3
8.0,been,9,4
8.0,adjusted,10,8
8.0,to,11,2
8.0,encourage,12,9
8.0,substitution,13,12
8.0,of,14,2
8.0,orange,15,6
8.0,juice,16,5
8.0,with,17,4
8.0,raw,18,3
8.0,"fruit,",19,6
8.0,which,20,5
8.0,is,21,2
8.0,digested,22,8
8.0,more,23,4
8.0,"slowly,",24,7
8.0,and,25,3
8.0,limit,26,5
8.0,daily,27,5
8.0,consumption.,28,12
9.0,Beekeeping,1,10
9.0,is,2,2
9.0,the,3,3
9.0,maintenance,4,11
9.0,of,5,2
9.0,bee,6,3
9.0,colonies,7,8
9.0,by,8,2
9.0,"humans,",9,7
9.0,typically,10,9
9.0,with,11,4
9.0,the,12,3
9.0,use,13,3
9.0,of,14,2
9.0,man-,15,4
9.0,made,16,4
9.0,hives.,17,6
9.0,The,1,3
9.0,species,2,7
9.0,most,3,4
9.0,commonly,4,8
9.0,used,5,4
9.0,in,6,2
9.0,bee,7,3
9.0,colonies,8,8
9.0,are,9,3
9.0,honey,10,5
9.0,bees.,11,5
9.0,A,1,1
9.0,beekeeper,2,9
9.0,maintains,3,9
9.0,these,4,5
9.0,colonies,5,8
9.0,in,6,2
9.0,order,7,5
9.0,to,8,2
9.0,collect,9,7
9.0,the,10,3
9.0,honey,11,5
9.0,and,12,3
9.0,other,13,5
9.0,products,14,8
9.0,that,15,4
9.0,the,16,3
9.0,hive,17,4
9.0,produces,18,8
9.0,(such,19,5
9.0,as,20,2
9.0,"beeswax),",21,9
9.0,but,22,3
9.0,also,23,4
9.0,to,24,2
9.0,pollinate,25,9
9.0,"crops,",26,6
9.0,or,27,2
9.0,to,28,2
9.0,produce,29,7
9.0,bees,30,4
9.0,for,31,3
9.0,sale,32,4
9.0,to,33,2
9.0,other,34,5
9.0,beekeepers.,35,11
9.0,The,1,3
9.0,domestication,2,13
9.0,of,3,2
9.0,bees,4,4
9.0,is,5,2
9.0,depicted,6,8
9.0,in,7,2
9.0,Egyptian,8,8
9.0,art,9,3
9.0,from,10,4
9.0,over,11,4
9.0,four,12,4
9.0,thousand,13,8
9.0,years,14,5
9.0,ago.,15,4
9.0,Back,1,4
9.0,"then,",2,5
9.0,simple,3,6
9.0,hives,4,5
9.0,and,5,3
9.0,smoke,6,5
9.0,were,7,4
9.0,used,8,4
9.0,for,9,3
9.0,"beekeeping,",10,11
9.0,and,11,3
9.0,honey,12,5
9.0,was,13,3
9.0,stored,14,6
9.0,in,15,2
9.0,jars,16,4
9.0,–,17,1
9.0,some,18,4
9.0,of,19,2
9.0,which,20,5
9.0,were,21,4
9.0,found,22,5
9.0,in,23,2
9.0,the,24,3
9.0,tombs,25,5
9.0,of,26,2
9.0,pharaohs.,27,9
9.0,This,1,4
9.0,process,2,7
9.0,was,3,3
9.0,largely,4,7
9.0,unchanged,5,9
9.0,until,6,5
9.0,the,7,3
9.0,eighteenth,8,10
9.0,"century,",9,8
9.0,when,10,4
9.0,an,11,2
9.0,improved,12,8
9.0,understanding,13,13
9.0,of,14,2
9.0,the,15,3
9.0,biology,16,7
9.0,of,17,2
9.0,bees,18,4
9.0,led,19,3
9.0,to,20,2
9.0,the,21,3
9.0,invention,22,9
9.0,of,23,2
9.0,the,24,3
9.0,moveable,25,8
9.0,comb,26,4
9.0,hive,27,4
9.0,in,28,2
9.0,"Europe,",29,7
9.0,allowing,30,8
9.0,honey,31,5
9.0,to,32,2
9.0,be,33,2
9.0,harvested,34,9
9.0,without,35,7
9.0,destroying,36,10
9.0,the,37,3
9.0,entire,38,6
9.0,colony.,39,7
9.0,"Today,",1,6
9.0,some,2,4
9.0,beekeepers,3,10
9.0,believe,4,7
9.0,that,5,4
9.0,the,6,3
9.0,more,7,4
9.0,stings,8,6
9.0,a,9,1
9.0,beekeeper,10,9
9.0,"receives,",11,9
9.0,the,12,3
9.0,less,13,4
9.0,irritation,14,10
9.0,each,15,4
9.0,one,16,3
9.0,"causes,",17,7
9.0,and,18,3
9.0,it,19,2
9.0,is,20,2
9.0,considered,21,10
9.0,important,22,9
9.0,for,23,3
9.0,the,24,3
9.0,safety,25,6
9.0,of,26,2
9.0,the,27,3
9.0,beekeeper,28,9
9.0,to,29,2
9.0,be,30,2
9.0,stung,31,5
9.0,a,32,1
9.0,few,33,3
9.0,times,34,5
9.0,a,35,1
9.0,season.,36,7
9.0,"Indeed,",1,7
9.0,recent,2,6
9.0,studies,3,7
9.0,found,4,5
9.0,that,5,4
9.0,beekeepers,6,10
9.0,have,7,4
9.0,high,8,4
9.0,levels,9,6
9.0,of,10,2
9.0,antibodies,11,10
9.0,that,12,4
9.0,react,13,5
9.0,to,14,2
9.0,the,15,3
9.0,major,16,5
9.0,antigen,17,7
9.0,of,18,2
9.0,bee,19,3
9.0,venom.,20,6
10.0,A,1,1
10.0,national,2,8
10.0,flag,3,4
10.0,is,4,2
10.0,a,5,1
10.0,flag,6,4
10.0,which,7,5
10.0,represents,8,10
10.0,and,9,3
10.0,symbolizes,10,10
10.0,a,11,1
10.0,country.,12,8
10.0,The,1,3
10.0,national,2,8
10.0,flag,3,4
10.0,is,4,2
10.0,usually,5,7
10.0,flown,6,5
10.0,by,7,2
10.0,the,8,3
10.0,government,9,10
10.0,of,10,2
10.0,a,11,1
10.0,"country,",12,8
10.0,but,13,3
10.0,it,14,2
10.0,can,15,3
10.0,also,16,4
10.0,be,17,2
10.0,flown,18,5
10.0,by,19,2
10.0,its,20,3
10.0,citizens.,21,9
10.0,A,1,1
10.0,national,2,8
10.0,flag,3,4
10.0,is,4,2
10.0,designed,5,8
10.0,with,6,4
10.0,specific,7,8
10.0,meanings,8,8
10.0,for,9,3
10.0,its,10,3
10.0,colours,11,7
10.0,and,12,3
10.0,symbols.,13,8
10.0,"Historically,",1,13
10.0,flags,2,5
10.0,originated,3,10
10.0,as,4,2
10.0,military,5,8
10.0,"standards,",6,10
10.0,which,7,5
10.0,were,8,4
10.0,used,9,4
10.0,as,10,2
10.0,signs,11,5
10.0,on,12,2
10.0,the,13,3
10.0,battlefield.,14,12
10.0,The,1,3
10.0,practice,2,8
10.0,of,3,2
10.0,flying,4,6
10.0,national,5,8
10.0,flags,6,5
10.0,outside,7,7
10.0,of,8,2
10.0,the,9,3
10.0,context,10,7
10.0,of,11,2
10.0,warfare,12,7
10.0,only,13,4
10.0,became,14,6
10.0,common,15,6
10.0,in,16,2
10.0,the,17,3
10.0,early,18,5
10.0,seventeenth,19,11
10.0,century.,20,8
10.0,A,1,1
10.0,country's,2,9
10.0,constitution,3,12
10.0,will,4,4
10.0,often,5,5
10.0,describe,6,8
10.0,the,7,3
10.0,national,8,8
10.0,flag.,9,5
10.0,All,1,3
10.0,national,2,8
10.0,flags,3,5
10.0,are,4,3
10.0,"rectangular,",5,12
10.0,except,6,6
10.0,for,7,3
10.0,the,8,3
10.0,flag,9,4
10.0,of,10,2
10.0,"Nepal,",11,6
10.0,which,12,5
10.0,uses,13,4
10.0,a,14,1
10.0,unique,15,6
10.0,triangular,16,10
10.0,shape.,17,6
10.0,The,1,3
10.0,ratios,2,6
10.0,of,3,2
10.0,height,4,6
10.0,to,5,2
10.0,width,6,5
10.0,vary,7,4
10.0,among,8,5
10.0,standard,9,8
10.0,rectangular,10,11
10.0,"flags,",11,6
10.0,but,12,3
10.0,none,13,4
10.0,is,14,2
10.0,taller,15,6
10.0,than,16,4
10.0,it,17,2
10.0,is,18,2
10.0,wide.,19,5
10.0,The,1,3
10.0,flags,2,5
10.0,of,3,2
10.0,Switzerland,4,11
10.0,and,5,3
10.0,the,6,3
10.0,Vatican,7,7
10.0,City,8,4
10.0,are,9,3
10.0,the,10,3
10.0,only,11,4
10.0,national,12,8
10.0,flags,13,5
10.0,which,14,5
10.0,are,15,3
10.0,exact,16,5
10.0,squares.,17,8
10.0,The,1,3
10.0,most,2,4
10.0,popular,3,7
10.0,colours,4,7
10.0,used,5,4
10.0,for,6,3
10.0,national,7,8
10.0,flags,8,5
10.0,are,9,3
10.0,"red,",10,4
10.0,"white,",11,6
10.0,"green,",12,6
10.0,and,13,3
10.0,blue.,14,5
10.0,Although,1,8
10.0,the,2,3
10.0,national,3,8
10.0,flag,4,4
10.0,is,5,2
10.0,meant,6,5
10.0,to,7,2
10.0,be,8,2
10.0,a,9,1
10.0,unique,10,6
10.0,symbol,11,6
10.0,for,12,3
10.0,the,13,3
10.0,country,14,7
10.0,it,15,2
10.0,"represents,",16,11
10.0,many,17,4
10.0,flags,18,5
10.0,have,19,4
10.0,very,20,4
10.0,similar,21,7
10.0,colours,22,7
10.0,and,23,3
10.0,designs.,24,8
11.0,The,1,3
11.0,International,2,13
11.0,Union,3,5
11.0,for,4,3
11.0,Conservation,5,12
11.0,of,6,2
11.0,Nature,7,6
11.0,is,8,2
11.0,an,9,2
11.0,international,10,13
11.0,organization,11,12
11.0,working,12,7
11.0,in,13,2
11.0,the,14,3
11.0,field,15,5
11.0,of,16,2
11.0,nature,17,6
11.0,conservation,18,12
11.0,and,19,3
11.0,the,20,3
11.0,sustainable,21,11
11.0,use,22,3
11.0,of,23,2
11.0,natural,24,7
11.0,resources.,25,10
11.0,It,1,2
11.0,is,2,2
11.0,involved,3,8
11.0,in,4,2
11.0,data,5,4
11.0,gathering,6,9
11.0,and,7,3
11.0,"analysis,",8,9
11.0,"research,",9,9
11.0,field,10,5
11.0,"projects,",11,9
11.0,"advocacy,",12,9
11.0,and,13,3
11.0,education.,14,10
11.0,Its,1,3
11.0,mission,2,7
11.0,is,3,2
11.0,to,4,2
11.0,"""influence,",5,11
11.0,encourage,6,9
11.0,and,7,3
11.0,assist,8,6
11.0,societies,9,9
11.0,throughout,10,10
11.0,the,11,3
11.0,world,12,5
11.0,to,13,2
11.0,conserve,14,8
11.0,nature,15,6
11.0,and,16,3
11.0,to,17,2
11.0,ensure,18,6
11.0,that,19,4
11.0,any,20,3
11.0,use,21,3
11.0,of,22,2
11.0,natural,23,7
11.0,resources,24,9
11.0,is,25,2
11.0,equitable,26,9
11.0,and,27,3
11.0,ecologically,28,12
11.0,"sustainable"".",29,13
11.0,Over,1,4
11.0,the,2,3
11.0,past,3,4
11.0,"decades,",4,8
11.0,the,5,3
11.0,organization,6,12
11.0,has,7,3
11.0,widened,8,7
11.0,its,9,3
11.0,focus,10,5
11.0,beyond,11,6
11.0,conservation,12,12
11.0,ecology,13,7
11.0,and,14,3
11.0,now,15,3
11.0,incorporates,16,12
11.0,issues,17,6
11.0,related,18,7
11.0,to,19,2
11.0,sustainable,20,11
11.0,development,21,11
11.0,in,22,2
11.0,its,23,3
11.0,projects.,24,9
11.0,Unlike,1,6
11.0,many,2,4
11.0,other,3,5
11.0,international,4,13
11.0,environmental,5,13
11.0,"organizations,",6,14
11.0,it,7,2
11.0,does,8,4
11.0,not,9,3
11.0,aim,10,3
11.0,to,11,2
11.0,mobilize,12,8
11.0,the,13,3
11.0,public,14,6
11.0,in,15,2
11.0,support,16,7
11.0,of,17,2
11.0,nature,18,6
11.0,conservation.,19,13
11.0,"Instead,",1,8
11.0,the,2,3
11.0,organization,3,12
11.0,tries,4,5
11.0,to,5,2
11.0,influence,6,9
11.0,the,7,3
11.0,actions,8,7
11.0,of,9,2
11.0,"governments,",10,12
11.0,business,11,8
11.0,and,12,3
11.0,other,13,5
11.0,stakeholders,14,12
11.0,by,15,2
11.0,providing,16,9
11.0,information,17,11
11.0,and,18,3
11.0,"advice,",19,7
11.0,and,20,3
11.0,through,21,7
11.0,building,22,8
11.0,partnerships.,23,13
11.0,The,1,3
11.0,organization,2,12
11.0,is,3,2
11.0,best,4,4
11.0,known,5,5
11.0,to,6,2
11.0,the,7,3
11.0,wider,8,5
11.0,public,9,6
11.0,for,10,3
11.0,compiling,11,9
11.0,and,12,3
11.0,publishing,13,10
11.0,the,14,3
11.0,"""Red",15,4
11.0,List,16,4
11.0,of,17,2
11.0,Threatened,18,10
11.0,"Species"",",19,9
11.0,which,20,5
11.0,assesses,21,8
11.0,the,22,3
11.0,conservation,23,12
11.0,status,24,6
11.0,of,25,2
11.0,species,26,7
11.0,worldwide.,27,10
11.0,"Today,",1,6
11.0,the,2,3
11.0,organization,3,12
11.0,employs,4,7
11.0,approximately,5,13
11.0,one,6,3
11.0,thousand,7,8
11.0,full-,8,5
11.0,time,9,4
11.0,staff,10,5
11.0,in,11,2
11.0,more,12,4
11.0,than,13,4
11.0,fifty,14,5
11.0,countries.,15,10
12.0,A,1,1
12.0,vehicle,2,7
12.0,registration,3,12
12.0,plate,4,5
12.0,is,5,2
12.0,a,6,1
12.0,metal,7,5
12.0,or,8,2
12.0,plastic,9,7
12.0,plate,10,5
12.0,attached,11,8
12.0,to,12,2
12.0,a,13,1
12.0,vehicle,14,7
12.0,for,15,3
12.0,official,16,8
12.0,identification,17,14
12.0,purposes.,18,9
12.0,All,1,3
12.0,countries,2,9
12.0,require,3,7
12.0,registration,4,12
12.0,plates,5,6
12.0,for,6,3
12.0,road,7,4
12.0,vehicles,8,8
12.0,such,9,4
12.0,as,10,2
12.0,"cars,",11,5
12.0,"trucks,",12,7
12.0,and,13,3
12.0,motorcycles.,14,12
12.0,Whether,1,7
12.0,they,2,4
12.0,are,3,3
12.0,required,4,8
12.0,for,5,3
12.0,other,6,5
12.0,"vehicles,",7,9
12.0,such,8,4
12.0,as,9,2
12.0,"bicycles,",10,9
12.0,"boats,",11,6
12.0,or,12,2
12.0,"tractors,",13,9
12.0,may,14,3
12.0,vary,15,4
12.0,by,16,2
12.0,jurisdiction.,17,13
12.0,The,1,3
12.0,registration,2,12
12.0,identifier,3,10
12.0,is,4,2
12.0,a,5,1
12.0,series,6,6
12.0,of,7,2
12.0,letters,8,7
12.0,and,9,3
12.0,digits,10,6
12.0,that,11,4
12.0,uniquely,12,8
12.0,identifies,13,10
12.0,the,14,3
12.0,vehicle,15,7
12.0,owner,16,5
12.0,within,17,6
12.0,the,18,3
12.0,issuing,19,7
12.0,region's,20,8
12.0,vehicle,21,7
12.0,register.,22,9
12.0,In,1,2
12.0,some,2,4
12.0,"countries,",3,10
12.0,the,4,3
12.0,identifier,5,10
12.0,is,6,2
12.0,unique,7,6
12.0,within,8,6
12.0,the,9,3
12.0,entire,10,6
12.0,"country,",11,8
12.0,while,12,5
12.0,in,13,2
12.0,others,14,6
12.0,it,15,2
12.0,is,16,2
12.0,unique,17,6
12.0,within,18,6
12.0,a,19,1
12.0,state,20,5
12.0,or,21,2
12.0,province.,22,9
12.0,France,1,6
12.0,was,2,3
12.0,the,3,3
12.0,first,4,5
12.0,country,5,7
12.0,to,6,2
12.0,introduce,7,9
12.0,the,8,3
12.0,registration,9,12
12.0,"plate,",10,6
12.0,in,11,2
12.0,the,12,3
12.0,late,13,4
12.0,nineteenth,14,10
12.0,century.,15,8
12.0,Early,1,5
12.0,twentieth,2,9
12.0,century,3,7
12.0,plates,4,6
12.0,varied,5,6
12.0,in,6,2
12.0,size,7,4
12.0,and,8,3
12.0,shape,9,5
12.0,from,10,4
12.0,one,11,3
12.0,jurisdiction,12,12
12.0,to,13,2
12.0,the,14,3
12.0,"next,",15,5
12.0,such,16,4
12.0,that,17,4
12.0,if,18,2
12.0,a,19,1
12.0,person,20,6
12.0,"moved,",21,6
12.0,new,22,3
12.0,holes,23,5
12.0,would,24,5
12.0,need,25,4
12.0,to,26,2
12.0,be,27,2
12.0,drilled,28,7
12.0,into,29,4
12.0,the,30,3
12.0,automobile,31,10
12.0,to,32,2
12.0,support,33,7
12.0,the,34,3
12.0,new,35,3
12.0,plate.,36,6
12.0,Standardization,1,15
12.0,of,2,2
12.0,plates,3,6
12.0,came,4,4
12.0,in,5,2
12.0,the,6,3
12.0,late,7,4
12.0,"fifties,",8,8
12.0,when,9,4
12.0,automobile,10,10
12.0,manufacturers,11,13
12.0,came,12,4
12.0,to,13,2
12.0,an,14,2
12.0,agreement,15,9
12.0,with,16,4
12.0,governments,17,11
12.0,and,18,3
12.0,international,19,13
12.0,organizations.,20,14
1.0,Janus,1,5
1.0,oli,2,3
1.0,vanarooma,3,9
1.0,religioonis,4,11
1.0,ja,5,2
1.0,mütoloogias,6,11
1.0,alguste,7,7
1.0,ja,8,2
1.0,väravate,9,8
1.0,jumal.,10,6
1.0,Janus,1,5
1.0,oli,2,3
1.0,kahepalgeline,3,13
1.0,ning,4,4
1.0,tavaliselt,5,10
1.0,kujutati,6,8
1.0,teda,7,4
1.0,kahe,8,4
1.0,"näoga,",9,6
1.0,kuna,10,4
1.0,ta,11,2
1.0,vaatas,12,6
1.0,minevikku,13,9
1.0,ja,14,2
1.0,tulevikku.,15,10
1.0,Janus,1,5
1.0,valitses,2,8
1.0,konfliktide,3,11
1.0,alguse,4,6
1.0,ja,5,2
1.0,lõpu,6,4
1.0,üle,7,3
1.0,ning,8,4
1.0,seetõttu,9,8
1.0,ka,10,2
1.0,sõja,11,4
1.0,ja,12,2
1.0,rahu,13,4
1.0,üle.,14,4
1.0,Tema,1,4
1.0,templi,2,6
1.0,uksed,3,5
1.0,olid,4,4
1.0,avatud,5,6
1.0,sõja,6,4
1.0,ajal,7,4
1.0,ning,8,4
1.0,suletud,9,7
1.0,rahu,10,4
1.0,ajal.,11,5
1.0,Väravate,1,8
1.0,jumalana,2,8
1.0,on,3,2
1.0,teda,4,4
1.0,seostatud,5,9
1.0,ka,6,2
1.0,kodu,7,4
1.0,ustest,8,6
1.0,sisenemise,9,10
1.0,ja,10,2
1.0,väljumisega.,11,12
1.0,Janus,1,5
1.0,sümboliseerib,2,13
1.0,tihti,3,5
1.0,muutusi,4,7
1.0,ja,5,2
1.0,"üleminekuid,",6,12
1.0,nagu,7,4
1.0,näiteks,8,7
1.0,arengut,9,7
1.0,ühest,10,5
1.0,seisundist,11,10
1.0,või,12,3
1.0,visioonist,13,10
1.0,"teise,",14,6
1.0,ja,15,2
1.0,noorte,16,6
1.0,jõudmist,17,8
1.0,täiskasvanuikka.,18,16
1.0,Janust,1,6
1.0,austati,2,7
1.0,saagikoristuse,3,14
1.0,ja,4,2
1.0,külvi,5,5
1.0,"alguses,",6,8
1.0,samuti,7,6
1.0,"abiellumise,",8,12
1.0,sünni,9,5
1.0,ja,10,2
1.0,muude,11,5
1.0,alguste,12,7
1.0,puhul.,13,6
1.0,Janusele,1,8
1.0,ei,2,2
1.0,olnud,3,5
1.0,määratud,4,8
1.0,oma,5,3
1.0,"preestrit,",6,10
1.0,tema,7,4
1.0,tseremooniaid,8,13
1.0,viis,9,4
1.0,läbi,10,4
1.0,ülempreester,11,12
1.0,ise.,12,4
1.0,Janus,1,5
1.0,esindas,2,7
1.0,vaheastet,3,9
1.0,barbaarsuse,4,11
1.0,ja,5,2
1.0,"tsivilisatsiooni,",6,17
1.0,maa,7,3
1.0,ja,8,2
1.0,linna,9,5
1.0,ning,10,4
1.0,noorukiea,11,9
1.0,ja,12,2
1.0,täiskasvanuea,13,13
1.0,vahel.,14,6
1.0,Vanadel,1,7
1.0,kreeklastel,2,11
1.0,ei,3,2
1.0,olnud,4,5
1.0,Janusele,5,8
1.0,vastavat,6,8
1.0,"jumalat,",7,8
1.0,roomlased,8,9
1.0,pidasid,9,7
1.0,teda,10,4
1.0,täielikult,11,10
1.0,enda,12,4
1.0,omaks.,13,6
2.0,Shaka,1,5
2.0,märki,2,5
2.0,seostatakse,3,11
2.0,üldiselt,4,8
2.0,Havai,5,5
2.0,ja,6,2
2.0,surfamisega.,7,12
2.0,Žesti,1,5
2.0,moodustamiseks,2,14
2.0,sirutatakse,3,11
2.0,käel,4,4
2.0,välja,5,5
2.0,väike,6,5
2.0,sõrm,7,4
2.0,ja,8,2
2.0,pöial,9,5
2.0,ning,10,4
2.0,muud,11,4
2.0,sõrmed,12,6
2.0,surutakse,13,9
2.0,samal,14,5
2.0,ajal,15,4
2.0,rusikasse,16,9
2.0,kokku.,17,6
2.0,Käelaba,1,7
2.0,võib,2,4
2.0,olla,3,4
2.0,suunatud,4,8
2.0,nii,5,3
2.0,ettepoole,6,9
2.0,kui,7,3
2.0,ka,8,2
2.0,tahapoole.,9,10
2.0,Kuuekümnendatel,1,15
2.0,võtsid,2,6
2.0,kohalikelt,3,10
2.0,havailastelt,4,12
2.0,shaka,5,5
2.0,žesti,6,5
2.0,üle,7,3
2.0,"surfarid,",8,9
2.0,ja,9,2
2.0,see,10,3
2.0,žest,11,4
2.0,levis,12,5
2.0,üle,13,3
2.0,kogu,14,4
2.0,maailma.,15,8
2.0,Žest,1,4
2.0,on,2,2
2.0,samuti,3,6
2.0,levinud,4,7
2.0,"langevarjuhüppajate,",5,20
2.0,"sukeldujate,",6,12
2.0,"pilootide,",7,10
2.0,rulasõitjate,8,12
2.0,ja,9,2
2.0,kiirlendurite,10,13
2.0,hulgas.,11,7
2.0,Märki,1,5
2.0,kasutatakse,2,11
2.0,põhiliselt,3,10
2.0,tervituse,4,9
2.0,ning,5,4
2.0,tänu,6,4
2.0,või,7,3
2.0,tunnustuse,8,10
2.0,väljendamiseks.,9,15
2.0,Kohalikud,1,9
2.0,havailased,2,10
2.0,kasutavad,3,9
2.0,shaka,4,5
2.0,"märki,",5,6
2.0,et,6,2
2.0,edasi,7,5
2.0,anda,8,4
2.0,“aloha”,9,7
2.0,"vaimu,",10,6
2.0,mis,11,3
2.0,hõlmab,12,6
2.0,endast,13,6
2.0,"sõprust,",14,8
2.0,üksteise,15,8
2.0,"mõistmist,",16,10
2.0,solidaarsust,17,12
2.0,erinevate,18,9
2.0,etniliste,19,9
2.0,kultuuride,20,10
2.0,"vahel,",21,6
2.0,kes,22,3
2.0,Havail,23,6
2.0,elavad.,24,7
2.0,Märgi,1,5
2.0,täpne,2,5
2.0,päritolu,3,8
2.0,on,4,2
2.0,"ebaselge,",5,9
2.0,kuid,6,4
2.0,on,7,2
2.0,välja,8,5
2.0,"pakutud,",9,8
2.0,et,10,2
2.0,märk,11,4
2.0,on,12,2
2.0,pärit,13,5
2.0,hispaania,14,9
2.0,"immigrantidelt,",15,15
2.0,kes,16,3
2.0,surusid,17,7
2.0,keskmised,18,9
2.0,sõrmed,19,6
2.0,kokku,20,5
2.0,ja,21,2
2.0,tõid,22,4
2.0,pöidlad,23,7
2.0,huulte,24,6
2.0,"juurde,",25,7
2.0,et,26,2
2.0,illustreerida,27,13
2.0,ühist,28,5
2.0,joomingut,29,9
2.0,"kohalikega,",30,11
2.0,keda,31,4
2.0,nad,32,3
2.0,Havail,33,6
2.0,kohtasid.,34,9
2.0,Ameerika,1,8
2.0,viipekeeles,2,11
2.0,märgib,3,6
2.0,shaka,4,5
2.0,žest,5,4
2.0,verbi,6,5
2.0,"""mängima"".",7,10
3.0,Doping,1,6
3.0,on,2,2
3.0,spordis,3,7
3.0,reeglitevastane,4,15
3.0,"aine,",5,5
3.0,mida,6,4
3.0,kasutatakse,7,11
3.0,võistlustel,8,11
3.0,paremate,9,8
3.0,tulemuste,10,9
3.0,saamiseks.,11,10
3.0,Dopingu,1,7
3.0,mõistet,2,7
3.0,kasutavad,3,9
3.0,laialdaselt,4,11
3.0,"organisatsioonid,",5,17
3.0,kes,6,3
3.0,reguleerivad,7,12
3.0,spordivõistlusi.,8,16
3.0,Keemiliste,1,10
3.0,ainete,2,6
3.0,kasutamist,3,10
3.0,sooritusvõime,4,13
3.0,parandamiseks,5,13
3.0,peetakse,6,8
3.0,üldiselt,7,8
3.0,"ebaeetiliseks,",8,14
3.0,ning,9,4
3.0,seetõttu,10,8
3.0,keelavad,11,8
3.0,seda,12,4
3.0,enamik,13,6
3.0,"spordiorganisatsioone,",14,22
3.0,sealhulgas,15,10
3.0,Rahvusvaheline,16,14
3.0,Olümpiakomitee.,17,15
3.0,"Sportlased,",1,11
3.0,kes,2,3
3.0,kasutavad,3,9
3.0,tuvastamise,4,11
3.0,vältimiseks,5,11
3.0,erilisi,6,7
3.0,"meetmeid,",7,9
3.0,tegelevad,8,9
3.0,lisaks,9,6
3.0,eetilisele,10,10
3.0,rikkumisele,11,11
3.0,ka,12,2
3.0,petmise,13,7
3.0,ja,14,2
3.0,sohitegemisega.,15,15
3.0,Hoolimata,1,9
3.0,viimasel,2,8
3.0,ajal,3,4
3.0,sagenevast,4,10
3.0,meediakajastusest,5,17
3.0,pole,6,4
3.0,doping,7,6
3.0,uus,8,3
3.0,nähtus,9,6
3.0,–,10,1
3.0,tegelikult,11,10
3.0,on,12,2
3.0,see,13,3
3.0,sama,14,4
3.0,vana,15,4
3.0,kui,16,3
3.0,sport,17,5
3.0,ise.,18,4
3.0,Iidsetest,1,9
3.0,vankrisõiduvõistlustest,2,23
3.0,alates,3,6
3.0,kuni,4,4
3.0,viimase,5,7
3.0,aja,6,3
3.0,vaidlusteni,7,11
3.0,pesapallis,8,10
3.0,ja,9,2
3.0,jalgrattasõidus,10,15
3.0,on,11,2
3.0,sportlaste,12,10
3.0,arvamused,13,9
3.0,ainete,14,6
3.0,kasutamise,15,10
3.0,suhtes,16,6
3.0,aastate,17,7
3.0,jooksul,18,7
3.0,olnud,19,5
3.0,väga,20,4
3.0,erinevad.,21,9
3.0,Viimastel,1,9
3.0,aastakümnetel,2,13
3.0,on,3,2
3.0,võimud,4,6
3.0,ja,5,2
3.0,spordiorganisatsioonid,6,22
3.0,püüdnud,7,7
3.0,rangelt,8,7
3.0,reguleerida,9,11
3.0,ravimite,10,8
3.0,kasutamist,11,10
3.0,spordis.,12,8
3.0,Selle,1,5
3.0,keelu,2,5
3.0,peamiseks,3,9
3.0,põhjuseks,4,9
3.0,on,5,2
3.0,sooritusvõimet,6,14
3.0,parandavate,7,11
3.0,ainete,8,6
3.0,"terviseriskid,",9,14
3.0,sportlastele,10,12
3.0,võrdsete,11,8
3.0,võimaluste,12,10
3.0,ja,13,2
3.0,positiivse,14,10
